GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,AV0AA205,AV0AA205M
"G1301510","Georgia","13","130","Henry County","151","1510",229994,
"G1301530","Georgia","13","130","Houston County","153","1530",155317,
"G1301550","Georgia","13","130","Irwin County","155","1550",9379,
"G1301570","Georgia","13","130","Jackson County","157","1570",70467,
"G1301590","Georgia","13","130","Jasper County","159","1590",14074,
"G1301610","Georgia","13","130","Jeff Davis County","161","1610",15063,
"G1301630","Georgia","13","130","Jefferson County","163","1630",15489,
"G1301650","Georgia","13","130","Jenkins County","165","1650",8787,
"G1301670","Georgia","13","130","Johnson County","167","1670",9717,
"G1301690","Georgia","13","130","Jones County","169","1690",28622,
"G1301710","Georgia","13","130","Lamar County","171","1710",18834,
"G1301730","Georgia","13","130","Lanier County","173","1730",10534,
"G1301750","Georgia","13","130","Laurens County","175","1750",47404,
"G1301770","Georgia","13","130","Lee County","177","1770",29735,
"G1301790","Georgia","13","130","Liberty County","179","1790",62039,
"G1301810","Georgia","13","130","Lincoln County","181","1810",7929,
"G1301830","Georgia","13","130","Long County","183","1830",19236,
"G1301850","Georgia","13","130","Lowndes County","185","1850",116436,
"G1301870","Georgia","13","130","Lumpkin County","187","1870",33009,
"G1301930","Georgia","13","130","Macon County","193","1930",13107,
"G1301950","Georgia","13","130","Madison County","195","1950",29624,
"G1301970","Georgia","13","130","Marion County","197","1970",8450,
"G1301890","Georgia","13","130","McDuffie County","189","1890",21404,
"G1301910","Georgia","13","130","McIntosh County","191","1910",14217,
"G1301990","Georgia","13","130","Meriwether County","199","1990",21080,
"G1302010","Georgia","13","130","Miller County","201","2010",5725,
"G1302050","Georgia","13","130","Mitchell County","205","2050",22072,
"G1302070","Georgia","13","130","Monroe County","207","2070",27455,
"G1302090","Georgia","13","130","Montgomery County","209","2090",9069,
"G1302110","Georgia","13","130","Morgan County","211","2110",18832,
"G1302130","Georgia","13","130","Murray County","213","2130",39789,
"G1302150","Georgia","13","130","Muscogee County","215","2150",195418,
"G1302170","Georgia","13","130","Newton County","217","2170",109835,
"G1302190","Georgia","13","130","Oconee County","219","2190",39194,
"G1302210","Georgia","13","130","Oglethorpe County","221","2210",15040,
"G1302230","Georgia","13","130","Paulding County","223","2230",164440,
"G1302250","Georgia","13","130","Peach County","225","2250",27502,
"G1302270","Georgia","13","130","Pickens County","227","2270",32002,
"G1302290","Georgia","13","130","Pierce County","229","2290",19336,
"G1302310","Georgia","13","130","Pike County","231","2310",18565,
"G1302330","Georgia","13","130","Polk County","233","2330",42251,
"G1302350","Georgia","13","130","Pulaski County","235","2350",11185,
"G1302370","Georgia","13","130","Putnam County","237","2370",21906,
"G1302390","Georgia","13","130","Quitman County","239","2390",2290,256
"G1302410","Georgia","13","130","Rabun County","241","2410",16859,
"G1302430","Georgia","13","130","Randolph County","243","2430",6888,
"G1302450","Georgia","13","130","Richmond County","245","2450",202178,
"G1302470","Georgia","13","130","Rockdale County","247","2470",90155,
"G1302490","Georgia","13","130","Schley County","249","2490",5215,
"G1302510","Georgia","13","130","Screven County","251","2510",13977,
"G1302530","Georgia","13","130","Seminole County","253","2530",8218,
"G1302550","Georgia","13","130","Spalding County","255","2550",66043,
"G1302570","Georgia","13","130","Stephens County","257","2570",25934,
"G1302590","Georgia","13","130","Stewart County","259","2590",6446,
"G1302610","Georgia","13","130","Sumter County","261","2610",29714,
"G1302630","Georgia","13","130","Talbot County","263","2630",6245,
"G1302650","Georgia","13","130","Taliaferro County","265","2650",1596,256
"G1302670","Georgia","13","130","Tattnall County","267","2670",25392,
"G1302690","Georgia","13","130","Taylor County","269","2690",8126,
"G1302710","Georgia","13","130","Telfair County","271","2710",15871,
"G1302730","Georgia","13","130","Terrell County","273","2730",8654,
"G1302750","Georgia","13","130","Thomas County","275","2750",44545,
"G1302770","Georgia","13","130","Tift County","277","2770",40590,
"G1302790","Georgia","13","130","Toombs County","279","2790",26947,
"G1302810","Georgia","13","130","Towns County","281","2810",11815,
"G1302830","Georgia","13","130","Treutlen County","283","2830",6787,
"G1302850","Georgia","13","130","Troup County","285","2850",70095,
"G1302870","Georgia","13","130","Turner County","287","2870",7920,
"G1302890","Georgia","13","130","Twiggs County","289","2890",8195,
"G1302910","Georgia","13","130","Union County","291","2910",23999,
"G1302930","Georgia","13","130","Upson County","293","2930",26329,
"G1302950","Georgia","13","130","Walker County","295","2950",69398,
"G1302970","Georgia","13","130","Walton County","297","2970",93284,
"G1302990","Georgia","13","130","Ware County","299","2990",35745,
"G1303010","Georgia","13","130","Warren County","301","3010",5259,
"G1303030","Georgia","13","130","Washington County","303","3030",20316,
"G1303050","Georgia","13","130","Wayne County","305","3050",29959,
"G1303070","Georgia","13","130","Webster County","307","3070",2587,
"G1303090","Georgia","13","130","Wheeler County","309","3090",7897,
"G1303110","Georgia","13","130","White County","311","3110",29962,
"G1303130","Georgia","13","130","Whitfield County","313","3130",104122,
"G1303150","Georgia","13","130","Wilcox County","315","3150",8701,
"G1303170","Georgia","13","130","Wilkes County","317","3170",9797,
"G1303190","Georgia","13","130","Wilkinson County","319","3190",8945,
"G1303210","Georgia","13","130","Worth County","321","3210",20346,
"G1500010","Hawaii","15","150","Hawaii County","001","0010",201350,
"G1500030","Hawaii","15","150","Honolulu County","003","0030",979682,
"G1500050","Hawaii","15","150","Kalawao County","005","0050",436,184
"G1500070","Hawaii","15","150","Kauai County","007","0070",71949,
"G1500090","Hawaii","15","150","Maui County","009","0090",166657,184
"G1600010","Idaho","16","160","Ada County","001","0010",469473,
"G1600030","Idaho","16","160","Adams County","003","0030",4200,
"G1600050","Idaho","16","160","Bannock County","005","0050",86742,
"G1600070","Idaho","16","160","Bear Lake County","007","0070",6054,
"G1600090","Idaho","16","160","Benewah County","009","0090",9231,
"G1600110","Idaho","16","160","Bingham County","011","0110",46246,
"G1600130","Idaho","16","160","Blaine County","013","0130",22729,
"G1600150","Idaho","16","160","Boise County","015","0150",7625,
"G1600170","Idaho","16","160","Bonner County","017","0170",44688,
"G1600190","Idaho","16","160","Bonneville County","019","0190",116970,
"G1600210","Idaho","16","160","Boundary County","021","0210",12156,
"G1600230","Idaho","16","160","Butte County","023","0230",2603,
"G1600250","Idaho","16","160","Camas County","025","0250",1069,143
"G1600270","Idaho","16","160","Canyon County","027","0270",223890,
"G1600290","Idaho","16","160","Caribou County","029","0290",7028,
"G1600310","Idaho","16","160","Cassia County","031","0310",23847,
"G1600330","Idaho","16","160","Clark County","033","0330",885,143
"G1600350","Idaho","16","160","Clearwater County","035","0350",8735,
"G1600370","Idaho","16","160","Custer County","037","0370",4193,
"G1600390","Idaho","16","160","Elmore County","039","0390",27043,
"G1600410","Idaho","16","160","Franklin County","041","0410",13736,
"G1600430","Idaho","16","160","Fremont County","043","0430",13111,
"G1600450","Idaho","16","160","Gem County","045","0450",17771,
"G1600470","Idaho","16","160","Gooding County","047","0470",15280,
"G1600490","Idaho","16","160","Idaho County","049","0490",16511,
"G1600510","Idaho","16","160","Jefferson County","051","0510",29238,
"G1600530","Idaho","16","160","Jerome County","053","0530",24074,
"G1600550","Idaho","16","160","Kootenai County","055","0550",161676,
"G1600570","Idaho","16","160","Latah County","057","0570",40052,
"G1600590","Idaho","16","160","Lemhi County","059","0590",7929,
"G1600610","Idaho","16","160","Lewis County","061","0610",3850,
"G1600630","Idaho","16","160","Lincoln County","063","0630",5342,
"G1600650","Idaho","16","160","Madison County","065","0650",39725,
"G1600670","Idaho","16","160","Minidoka County","067","0670",20817,
"G1600690","Idaho","16","160","Nez Perce County","069","0690",40468,
"G1600710","Idaho","16","160","Oneida County","071","0710",4429,
"G1600730","Idaho","16","160","Owyhee County","073","0730",11724,
"G1600750","Idaho","16","160","Payette County","075","0750",23705,
"G1600770","Idaho","16","160","Power County","077","0770",7635,
"G1600790","Idaho","16","160","Shoshone County","079","0790",12700,
"G1600810","Idaho","16","160","Teton County","081","0810",11776,
"G1600830","Idaho","16","160","Twin Falls County","083","0830",86198,
"G1600850","Idaho","16","160","Valley County","085","0850",11085,
"G1600870","Idaho","16","160","Washington County","087","0870",10128,
"G1700010","Illinois","17","170","Adams County","001","0010",65670,
"G1700030","Illinois","17","170","Alexander County","003","0030",6011,
"G1700050","Illinois","17","170","Bond County","005","0050",16520,
"G1700070","Illinois","17","170","Boone County","007","0070",53293,
"G1700090","Illinois","17","170","Brown County","009","0090",6599,
"G1700110","Illinois","17","170","Bureau County","011","0110",32878,
"G1700130","Illinois","17","170","Calhoun County","013","0130",4782,
"G1700150","Illinois","17","170","Carroll County","015","0150",14398,
"G1700170","Illinois","17","170","Cass County","017","0170",12324,
"G1700190","Illinois","17","170","Champaign County","019","0190",210006,
"G1700210","Illinois","17","170","Christian County","021","0210",32705,
"G1700230","Illinois","17","170","Clark County","023","0230",15602,
"G1700250","Illinois","17","170","Clay County","025","0250",13217,
"G1700270","Illinois","17","170","Clinton County","027","0270",37549,
"G1700290","Illinois","17","170","Coles County","029","0290",51065,
"G1700310","Illinois","17","170","Cook County","031","0310",5169517,
"G1700330","Illinois","17","170","Crawford County","033","0330",18833,
"G1700350","Illinois","17","170","Cumberland County","035","0350",10787,
"G1700390","Illinois","17","170","De Witt County","039","0390",15764,
"G1700370","Illinois","17","170","DeKalb County","037","0370",104588,
"G1700410","Illinois","17","170","Douglas County","041","0410",19551,
"G1700430","Illinois","17","170","DuPage County","043","0430",926005,
"G1700450","Illinois","17","170","Edgar County","045","0450",17272,
"G1700470","Illinois","17","170","Edwards County","047","0470",6431,
"G1700490","Illinois","17","170","Effingham County","049","0490",34151,
"G1700510","Illinois","17","170","Fayette County","051","0510",21418,
"G1700530","Illinois","17","170","Ford County","053","0530",13155,
"G1700550","Illinois","17","170","Franklin County","055","0550",38688,
"G1700570","Illinois","17","170","Fulton County","057","0570",34654,
"G1700590","Illinois","17","170","Gallatin County","059","0590",4983,
"G1700610","Illinois","17","170","Greene County","061","0610",12988,
"G1700630","Illinois","17","170","Grundy County","063","0630",50798,
"G1700650","Illinois","17","170","Hamilton County","065","0650",8151,
"G1700670","Illinois","17","170","Hancock County","067","0670",17820,
"G1700690","Illinois","17","170","Hardin County","069","0690",3890,
"G1700710","Illinois","17","170","Henderson County","071","0710",6737,
"G1700730","Illinois","17","170","Henry County","073","0730",49032,
"G1700750","Illinois","17","170","Iroquois County","075","0750",27437,
"G1700770","Illinois","17","170","Jackson County","077","0770",57517,
"G1700790","Illinois","17","170","Jasper County","079","0790",9547,
"G1700810","Illinois","17","170","Jefferson County","081","0810",37774,
"G1700830","Illinois","17","170","Jersey County","083","0830",21776,
"G1700850","Illinois","17","170","Jo Daviess County","085","0850",21429,
"G1700870","Illinois","17","170","Johnson County","087","0870",12391,
"G1700890","Illinois","17","170","Kane County","089","0890",531756,
"G1700910","Illinois","17","170","Kankakee County","091","0910",109924,
"G1700930","Illinois","17","170","Kendall County","093","0930",127583,
"G1700950","Illinois","17","170","Knox County","095","0950",50052,
